[*] Record ID,High impact job before?,Course,Iteration,Role,Source,Evaluation,Decision,Attendance,Project quality,High impact job after?
rec1wI1yKqkR5sdJd,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,0-25%,DNF,No
recp60hleobeYlzCA,No,AI Alignment,AI Alignment (2024 Feb W08),Facilitator,Mailing List,Strong yes,Accept,100%,DNF,No
recFChA4BYgHNWoUH,No,AI Governance,AI Governance (2024 Apr W14),Participant,Mailing List,Strong yes,Accept,75-99%,DNF,No
rechMfZrFMidw4Wj5,No,AI Governance,AI Governance (2024 Aug W33),Facilitator,Other,Strong yes,Accept,100%,DNF,No
rec8H93CJDtZIu25b,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Weak yes,Accept,75-99%,DNF,No
rece0bs2SCnxGkEy1,Unknown,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,0-25%,DNF,Unknown
recUfdN0C45nr5j6g,No,AI Alignment Fast-Track,AI Alignment Fast-Track (2024 Dec W50),Participant,Other,Weak yes,Accept,0-25%,DNF,No
recfYcJiEkMFHznIi,No,AI Alignment Fast-Track,AI Alignment Fast-Track (2024 Dec W52),Participant,Other,Weak yes,Accept,0%,DNF,No
recqL0fOXbAzgI8tO,Yes,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Weak yes,Accept,0%,DNF,Yes
reclre4ME6mIIZql3,Unknown,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,Unknown
recXt64AcXfsG5yon,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Organic Search,Weak yes,Accept,75-99%,DNF,No
recrNRRqT2SEcGX7k,No,Pandemics,Pandemics (2024 Sep W40),Participant,Ads,Weak yes,Accept,100%,DNF,No
recjNWceZaTcAsNsE,No,AI Governance,AI Governance (2024 Aug W33),Participant,Ads,Strong yes,Accept,0%,DNF,No
recyPGdWXuRlshqTa,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak yes,Accept,25-50%,DNF,No
rec1LaQKGnx7Hkj3b,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recrTE3mro8JbVjlu,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,0-25%,DNF,No
recTrx72jvUqwPxz1,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,50-75%,DNF,No
recSTexSV2sEYpmoo,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,No
reca8KOy5aiJfIhkC,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,50-75%,DNF,No
recocMVJKJs14iaQH,Unknown,AI Alignment,AI Alignment (2024 Oct W43),Participant,Ads,Weak yes,Accept,0-25%,DNF,Unknown
recYJJuVY6CjQ87wI,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,No
recUwqMeuU2h3h1m5,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Strong yes,Accept,50-75%,DNF,No
recJKIYItEWsy81oH,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Weak yes,Accept,75-99%,DNF,No
recGZAXOC0fV25Rxm,No,AI Alignment,AI Alignment (2024 Jun W25),Facilitator,Other,Strong yes,Accept,0%,DNF,No
recFpABk774ttG5rq,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,,Accept,75-99%,DNF,No
rec7FTsso0l5epqFm,No,AI Governance,AI Governance (2024 Aug W33),Participant,Organic Search,Strong yes,Accept,75-99%,DNF,No
recbe7ihgG0oeSnMX,No,AI Governance,AI Governance (2024 Aug W33),Participant,Unknown,Weak yes,Accept,75-99%,DNF,No
recoz1GhpgVHU5LTP,Unknown,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,25-50%,DNF,Unknown
recu36rKbL2Oq8183,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Neutral,Accept,0%,DNF,No
recYeoT8Dloe11c3F,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W50),Participant,Communities,Weak yes,Accept,0-25%,DNF,No
recYS7DZWLKjeFxHI,Yes,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Weak yes,Accept,50-75%,DNF,Yes
recLwiy6IWGswANAb,Unknown,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Neutral,Accept,50-75%,DNF,Unknown
reclx3BHrHQ0zlJ4b,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,No
rechIAWTxsWrf4N2s,No,AI Governance,AI Governance (2024 Apr W14),Participant,Ads,Weak yes,Accept,0-25%,DNF,No
rec2rCGbvT3Qk42FH,No,AI Governance,AI Governance (2024 Aug W33),Participant,Ads,Weak yes,Accept,0%,DNF,No
recNe3JSdKATaLz5t,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,25-50%,DNF,No
recaDaQBHoF0Gueor,No,AI Governance,AI Governance (2023 Jun W26),Facilitator,Unknown,Strong yes,Accept,0%,DNF,No
recXoq8nbyGSKEMrN,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Organic Social Media,Weak yes,Accept,50-75%,DNF,No
recYaKxfLnBCGEUwk,No,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Strong yes,Accept,0%,DNF,No
recVpbjNGC41IYt3r,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recbbVr6uAEneT994,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Weak yes,Accept,25-50%,DNF,No
rechvCX8qE5PoGC64,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,75-99%,DNF,Yes
recNdI5hHWOjSHKj2,No,AI Governance,AI Governance (2024 Apr W14),Facilitator,Other,,Accept,25-50%,DNF,No
recT1vdv7WT1C16ub,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W51),Participant,Mailing List,Weak yes,Accept,25-50%,DNF,No
rec9bSkiO0ldrWaQ0,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W49),Participant,Mailing List,Weak yes,Accept,25-50%,DNF,No
recYF8BQv3hB2vJhk,No,Writing Intensive,Writing Intensive (2024 Dec W52),Participant,Communities,Strong yes,Accept,0%,DNF,No
recWeIqA6FVMNnyoy,Yes,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,Yes
recgvre4HNOgw2nk9,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Strong yes,Accept,75-99%,DNF,No
recwXq3bYy0sP7PyA,Unknown,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,Unknown
recS96ql1DqUMOzhG,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,50-75%,DNF,No
recXBjhot6hmfof7S,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,50-75%,DNF,Yes
rec8u7HP8kLKsyBPg,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak yes,Accept,75-99%,DNF,No
recH3VvTypzsij3d1,No,AI Governance,AI Governance (2024 Apr W14),Participant,Communities,Weak yes,Accept,50-75%,DNF,No
reclnhc16U54oos6g,No,AI Governance,AI Governance (2024 Apr W14),Participant,Communities,Weak yes,Accept,50-75%,DNF,No
rectr2XH2ZbfvDCLt,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Communities,Weak yes,Accept,50-75%,DNF,No
recZOXFJYpF7RRkM7,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Weak no,Accept,25-50%,DNF,No
recuWqn9re281s9K2,Unknown,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,50-75%,DNF,Unknown
reclsQKEmYVOtr9Ca,Yes,AI Governance,AI Governance (2024 Aug W33),Participant,Ads,Weak yes,Accept,75-99%,DNF,Yes
recieP9ISQ5NGOoBV,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Weak yes,Accept,50-75%,DNF,No
rec7ZV6dfgEeyW6yg,No,AI Governance,AI Governance (2024 Aug W33),Participant,Mailing List,Weak yes,Accept,0-25%,DNF,No
recKqupNDiedWNMb7,No,Pandemics,Pandemics (2024 Sep W40),Participant,Ads,Weak yes,Accept,0-25%,DNF,No
recC7dbS4gRMLYYgq,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,25-50%,DNF,No
recfVddQqzYuD1NTC,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W49),Participant,Other,Strong yes,Accept,25-50%,DNF,No
reci4c8Ju4tYyeUFE,No,Pandemics,Pandemics (2023 Oct W40),Participant,Organic Social Media,Strong yes,Accept,50-75%,DNF,No
reclU8if76gIx8eeK,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recIb02R1JPTjwnYd,No,Pandemics,Pandemics (2024 Sep W40),Participant,Ads,Neutral,Accept,25-50%,DNF,No
recseS1RJ7nduexLm,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Search,Neutral,Accept,0%,DNF,No
recZzC9SzVR1jLOSd,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak yes,Accept,50-75%,DNF,No
recqQ8Y2r3qxohpou,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Weak yes,Accept,25-50%,DNF,No
recvxaK61DeqAiPfO,No,Pandemics,Pandemics (2023 Oct W40),Participant,Organic Social Media,Strong yes,Accept,0%,DNF,No
recUjr1svm8k2AvFh,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,No
recqAAsgWGYTpCfQQ,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Strong yes,Accept,50-75%,DNF,Yes
recKwE2DPI55aXHAh,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Weak yes,Accept,0-25%,DNF,No
rec1iRjf9fNZRPSI6,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Referral,Strong yes,Accept,50-75%,DNF,No
recmXAbSpkPLDKHeL,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,0%,DNF,No
reco885zZbbNyeJYj,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak yes,Accept,25-50%,DNF,No
recT8y5BW7C4Hec8j,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,No
reciO4Fb0ThN5uYIC,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Organic Social Media,Weak yes,Accept,50-75%,DNF,No
recPPVQKnYE5MNi3h,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Social Media,Weak no,Accept,75-99%,DNF,No
recdQT26DrPZVZfn0,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Organic Search,Weak yes,Accept,0-25%,DNF,No
rec5Xz8NvGzNwlikD,No,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Strong yes,Accept,75-99%,DNF,No
rec0pXt6qS0rgU0U4,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Weak yes,Accept,25-50%,DNF,No
recsISrtxslvzm4tx,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recQcVCF8R0i9Qvdz,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Ads,Weak yes,Accept,0%,DNF,No
recNBDDJEezINLOFm,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Unknown,Weak yes,Accept,75-99%,DNF,No
recX5A7GupzBUgrex,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Accept,0-25%,DNF,Unknown
reczIFX9FVgxjRLAs,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,0%,DNF,No
recdzIyF0oup05mPj,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Weak yes,Accept,50-75%,DNF,No
rec8WxUNBPwmp2xzl,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W51),Participant,Referral,Strong yes,Accept,0%,DNF,No
rec0sIOduqknvtOwz,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,0-25%,DNF,No
recZotK3FsQQoVYTe,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,50-75%,DNF,No
rec6C8sjkHuG7Ha2s,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,50-75%,DNF,No
recs2YAxEhgwjGW2h,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Strong yes,Accept,75-99%,DNF,No
recQlyzu9WCexcqgg,No,AI Governance,AI Governance (2024 Aug W33),Facilitator,Other,Strong yes,Accept,50-75%,DNF,No
recBzbtixrdMFy0wU,No,AI Governance,AI Governance (2024 Aug W33),Facilitator,Job Board,Strong yes,Accept,100%,DNF,No
recvjeLwVjyLJRrvb,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong yes,Accept,75-99%,DNF,Yes
recGYDi9vvzWAiDG8,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Weak yes,Accept,50-75%,DNF,No
recEIUisFRbJntkEV,No,Pandemics,Pandemics (2024 Sep W40),Participant,Other,Strong yes,Accept,75-99%,DNF,No
rec3O8XOQZQ6Z76Ha,No,Pandemics,Pandemics (2024 Sep W40),Participant,Ads,Weak yes,Accept,0-25%,DNF,No
recLboPwSvKNsg7jX,Yes,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Strong yes,Accept,25-50%,DNF,Yes
recmNar8bdUTRUze0,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,0-25%,DNF,No
receHdeYo6otPDCGK,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,Yes
rec7LYAHWixVNU41Y,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Search,Weak yes,Accept,50-75%,DNF,No
recjYmSpZuLMY0YZM,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Strong yes,Accept,50-75%,DNF,No
recBd36nPUNZKb01w,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Weak yes,Accept,50-75%,DNF,No
rec6drLdM3f0W338H,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Weak yes,Accept,75-99%,DNF,No
rec6Um9mgb74N3yKu,Unknown,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,50-75%,DNF,Unknown
rec3ZWLYiopR4KMbm,No,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Weak yes,Accept,75-99%,DNF,No
recJwIXDKxQxpvMhs,Yes,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Neutral,Accept,25-50%,DNF,Yes
recxU5Gk2MfkFeiTc,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Referral,Neutral,Accept,0%,DNF,Yes
recaJ9xrCj9c97zGn,Yes,AI Alignment,AI Alignment (2024 Oct W43),Participant,Referral,Neutral,Accept,0%,DNF,Yes
recB1lNvDMPJiTXtk,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,0%,DNF,No
recXlookRi74a0JJN,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Strong yes,Accept,50-75%,DNF,No
recHwbG9wYCF5HUFv,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Weak yes,Accept,25-50%,DNF,No
rec6sPrCAJSulY9V5,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W50),Participant,Other,Weak yes,Accept,0%,DNF,No
reciEBa16D8av7N9Z,Unknown,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Weak yes,Accept,0%,DNF,Unknown
recjDjZMtECmEePg8,No,Pandemics,Pandemics (2023 Oct W40),Facilitator,Unknown,Strong yes,Accept,100%,DNF,No
reczl2pl1q9XjSNni,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,No
recTNtE8bV3X9Iu5X,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W49),Participant,Other,Strong yes,Accept,25-50%,DNF,No
recYH608nthxie9RO,Yes,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,25-50%,DNF,Yes
recUXmaiQ5CFc4KyV,No,AI Governance,AI Governance (2024 Aug W33),Participant,Job Board,Weak yes,Accept,25-50%,DNF,No
rec0ktdu3DSePOvVA,No,Pandemics,Pandemics (2024 Sep W40),Participant,Organic Social Media,Weak yes,Accept,0%,DNF,No
recWNSTfeim4FHVT3,Unknown,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,Unknown
recan1c9oHIUn9ew0,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,50-75%,DNF,Yes
reca0VrePa5nupSMv,No,Pandemics,Pandemics (2023 Oct W40),Participant,Other,Strong yes,Accept,0%,DNF,No
recv7XaDXUOftv8s0,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Strong yes,Accept,25-50%,DNF,No
reccTPZUrAjQ6XSmk,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,0-25%,DNF,Yes
recEEds7E3JbDqeq9,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,No
recflyYjIgNemt9t3,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Strong yes,Accept,0-25%,DNF,Yes
recxWEeEvgVmVpvjH,No,Pandemics,Pandemics (2023 Oct W40),Participant,Other,Strong yes,Accept,75-99%,DNF,No
rec5g6kuS1yyjGZ6J,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,0-25%,DNF,No
recFGIFklz16FcQKn,No,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Strong yes,Accept,0%,DNF,No
reczybsSmCpp8CqPl,No,AI Governance,AI Governance (2024 Aug W33),Participant,Organic Search,Strong yes,Accept,0-25%,DNF,No
rec43o2FiipQTVI9n,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Search,Weak yes,Accept,75-99%,DNF,No
reccLYIxpTeNFqFTB,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak yes,Accept,50-75%,DNF,No
recn1Ffez0Nu2ElaN,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak yes,Accept,50-75%,DNF,No
recRcgsJfEfZaTBw8,No,AI Governance,AI Governance (2024 Apr W14),Participant,Organic Social Media,Weak yes,Accept,0-25%,DNF,No
recupcBs7WPcACWrT,No,AI Governance,AI Governance (2024 Aug W33),Participant,Organic Social Media,Weak yes,Accept,25-50%,DNF,No
recbtAHBrEVdsFrmp,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,50-75%,DNF,Yes
recCr47iHI6tUctky,Yes,AI Alignment,AI Alignment (2024 Feb W08),Participant,Communities,Weak yes,Accept,50-75%,DNF,Yes
recsqFSCi3idvngvh,Yes,AI Alignment,AI Alignment (2024 Jun W25),Participant,Unknown,Weak yes,Accept,0-25%,DNF,Yes
reckV5OKdGYR6dnKO,No,Pandemics,Pandemics (2024 Sep W40),Participant,Ads,Strong yes,Accept,0-25%,DNF,No
recScBBDqvYvtibZq,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,25-50%,DNF,No
recWfdn6cEJGymvt3,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recCliRbtSdfGlPfe,No,AI Governance,AI Governance (2024 Apr W14),Participant,Job Board,Strong yes,Accept,25-50%,DNF,No
recSevFfwys4scyUF,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Neutral,Accept,0-25%,DNF,No
recCYmCZ67zuCYkX9,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recTdUrN8DYJ4abYA,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Strong yes,Accept,50-75%,DNF,No
recMQ2GyGIdlapBAs,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak yes,Accept,25-50%,DNF,No
recjeADkkymV8bT5c,Yes,AI Alignment,AI Alignment (2024 Oct W43),Participant,Referral,Weak yes,Accept,50-75%,DNF,Yes
recXUpf74r3S6GxuZ,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Unknown,Weak yes,Accept,25-50%,DNF,No
recEqAucxTp8pKu9Z,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Neutral,Accept,50-75%,DNF,No
recb0BwQV8ob0oSOa,No,AI Governance,AI Governance (2024 Aug W33),Participant,Job Board,Neutral,Accept,0%,DNF,No
recDwyZK0g7dib41Q,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Strong yes,Accept,50-75%,DNF,No
recE0nPUySCcI4T30,No,Pandemics,Pandemics (2024 Sep W40),Participant,Other,Strong yes,Accept,25-50%,DNF,No
recIDqscvHcjwlfaF,No,Pandemics,Pandemics (2024 May W21),Participant,Referral,Strong yes,Accept,0%,DNF,No
recS8pBYCHcK49GwP,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Blogs,Weak yes,Accept,25-50%,DNF,No
recARDzrqu9tE0oDv,No,AI Governance,AI Governance (2024 Apr W14),Participant,Other,Strong yes,Accept,75-99%,DNF,No
recK4N2vDzbtv9wTD,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,0-25%,DNF,No
recZNE9mCHR1Fb9mO,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,50-75%,DNF,Yes
recuV5lzhR3plSXda,No,AI Alignment,AI Alignment (2024 Jun W25),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recPOvg9s43bqizto,No,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong yes,Accept,50-75%,DNF,No
rec38DFUldB8N4VON,No,AI Governance,AI Governance (2024 Aug W33),Participant,Organic Social Media,Weak yes,Accept,75-99%,DNF,No
recierwCiTG7e11MW,Unknown,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,Unknown
recqd0GfroS77CELA,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Organic Social Media,Weak yes,Accept,0-25%,DNF,No
recY3E3IugvusfCU1,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Weak yes,Accept,75-99%,DNF,Unknown
recBEaxYz0My7r8pO,No,Pandemics,Pandemics (2024 Sep W40),Participant,Referral,Neutral,Accept,75-99%,DNF,No
recRUKcpZ0A3SZKnW,Unknown,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Strong yes,Accept,0-25%,DNF,Unknown
recC3U8tQycE7KVhF,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Organic Search,Weak yes,Accept,50-75%,DNF,No
recLH3UiDpSlLdEVK,No,Pandemics,Pandemics (2024 Sep W40),Participant,Other,Weak yes,Accept,75-99%,DNF,No
recup1dlNsTWIMIaJ,Unknown,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,Unknown
recuwQmFaa4zUyjhI,No,AI Alignment,AI Alignment (2024 Feb W08),Facilitator,Referral,Weak yes,Accept,75-99%,DNF,No
recsK6X58jEUQeG0X,No,AI Governance,AI Governance (2024 Aug W33),Facilitator,Referral,Strong yes,Accept,75-99%,DNF,No
rec6tgCJ9V2g46EVL,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recaDely6llxRvjLF,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,25-50%,DNF,No
rec8RBKLVQLvpcPdJ,No,AI Governance,AI Governance (2024 Aug W33),Participant,Referral,Weak yes,Accept,0-25%,DNF,No
recf27bJWDBazbRxk,No,Pandemics,Pandemics (2024 Sep W40),Participant,Ads,Weak yes,Accept,25-50%,DNF,No
rec3VTJn7JA9Ulldz,No,Pandemics,Pandemics (2024 Sep W40),Participant,Organic Social Media,Neutral,Accept,25-50%,DNF,No
rec3IwiRJ79Pe6Eei,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Other,Weak yes,Accept,50-75%,DNF,No
recNRhRFGfWg4E3Fb,No,AI Governance,AI Governance (2024 Aug W33),Participant,Organic Social Media,Weak yes,Accept,75-99%,DNF,No
recx9e4eYq5VqURAY,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Weak yes,Accept,100%,DNF,No
recszQIXoQJMOzxYj,No,AI Governance,AI Governance (2024 Apr W14),Participant,Referral,Weak yes,Accept,25-50%,DNF,No
recf1DF77dhT5GqrQ,No,Pandemics,Pandemics (2024 Sep W40),Participant,Referral,Weak yes,Accept,50-75%,DNF,No
recyDFBv7RLvrcWGV,No,AI Alignment,AI Alignment (2024 Oct W43),Participant,Organic Search,Weak yes,Accept,50-75%,DNF,No
recGg5AMkdxxHhTCm,Yes,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Strong yes,Accept,50-75%,DNF,Yes
recnP6ahClhJoQPNi,No,AI Governance,AI Governance (2024 Apr W14),Facilitator,Mailing List,,Accept,100%,DNF,No
recIq9sj8upL0Psr8,No,Pandemics,Pandemics (2024 May W21),Participant,Other,Strong yes,Accept,25-50%,DNF,No
recCK4gPKyyxmSPt8,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,No
recZBJbvnWYNX5CO9,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,25-50%,DNF,No
recR73vKBZGRuheJe,No,Intro to Transformative AI,Intro to Transformative AI (2024 Dec W50),Participant,Other,Weak yes,Accept,25-50%,DNF,No
recOxWESqwXTQJ56I,No,AI Governance,AI Governance (2024 Aug W33),Participant,Other,Weak yes,Accept,25-50%,DNF,No
recDK6nKJtIQuwrbA,No,AI Alignment,AI Alignment (2023 Jan W03),Participant,Unknown,Strong yes,Accept,0%,DNF,Yes
recrFKb4l8VNZC6BT,No,Pandemics,Pandemics (2023 Oct W40),Participant,Other,Strong yes,Accept,25-50%,DNF,No
recdY8ft6fG9Agw9s,No,Pandemics,Pandemics (2024 Sep W40),Facilitator,Unknown,Weak yes,Accept,75-99%,DNF,No
recfdnrPUIiae9CMB,No,Pandemics,Pandemics (2024 May W21),Participant,Mailing List,Strong yes,Accept,50-75%,DNF,No
recrJocSfXaszFE7W,No,Pandemics,Pandemics (2023 Oct W40),Participant,Unknown,Strong yes,Accept,50-75%,DNF,No
recAcvmEy6FuAd4BS,Yes,AI Governance,AI Governance (2024 Aug W33),Participant,Mailing List,Weak yes,Accept,75-99%,DNF,Yes
rec7igaXayTpC1EMq,No,Pandemics,Pandemics (2024 Sep W40),Participant,Other,Weak yes,Accept,75-99%,DNF,No
recFBlxS43I1dTobe,No,AI Governance,AI Governance (2023 Jun W26),Participant,Unknown,Neutral,Accept,50-75%,DNF,No
recwpIfEvMSLCpuMj,No,AI Alignment,AI Alignment (2024 Jun W25),Facilitator,Blogs,Strong yes,Accept,100%,DNF,No
